inv_id,source_type,dd,mm,yyyy,collection_origin,capture_mode,capture_region,capture_locality,collector,order,family,genus,species,caste,identifier,identification_year,photographer,specimen_state,device,device_type,n_photos
CD388821,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,monticola,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388821,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,monticola,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388821b,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388821b,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388821c,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388821c,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388821d,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388821d,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388821d,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388821d,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388821e,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388821e,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388821f,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388821f,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388860,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388860,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388860b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388860b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388861,collection,,,2021,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,5
CD388861,collection,,,2021,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
CD388861,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388861,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388861b,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388861b,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388862,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388862,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388862b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388862b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388865,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388865,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388865b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388865b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388865c,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388865c,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388865d,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388865d,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388865e,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388865e,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388872,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388872,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388872b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388872b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD388872c,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CD388872c,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CD888235b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CEN187839,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
CEN187839,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CYALU.202103022,collection,,3,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,terrestris,queen,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,5
CYALU.202103022,collection,,3,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,terrestris,queen,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
CollecYvan1,collection,8,8,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,RNR Spartias,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan1,collection,8,8,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,RNR Spartias,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan10,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan10,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan11,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan11,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan12,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan12,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan14,collection,20,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cime de Caron,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan14,collection,20,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cime de Caron,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan15,collection,9,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan15,collection,9,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan16,collection,9,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan16,collection,9,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan17,collection,20,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cime de Caron,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan17,collection,20,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cime de Caron,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan18,collection,16,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Vaunjany,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan18,collection,16,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Vaunjany,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan19,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan19,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan2,collection,16,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Vaunjany,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan2,collection,16,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Vaunjany,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan20,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan20,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan21,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cirque de Recusset,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan21,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cirque de Recusset,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan22,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan22,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan23,collection,9,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan23,collection,9,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan24,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan24,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan3,collection,11,8,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Lac de l'Orceyrette,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan3,collection,11,8,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Lac de l'Orceyrette,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan4,collection,18,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Croix de Chamrousse,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan4,collection,18,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Croix de Chamrousse,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan5,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Refuge des Bans,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan5,collection,7,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Refuge des Bans,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan6,collection,10,8,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Puy-St-Vincent,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan6,collection,10,8,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Puy-St-Vincent,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan8,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan8,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
CollecYvan9,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
CollecYvan9,collection,28,7,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
D26-5618,collection,,,2021,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
D26-5618,collection,,,2021,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
D264515,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Frederic VYGHEN,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
D264515,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Frederic VYGHEN,,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
D264520,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Frederic VYGHEN,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
D264520,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Frederic VYGHEN,,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
D264520b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
D264520b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
FB.F19.0001,collection,7,3,2019,SP3 iEES-Paris 2019,net,Île-de-France,Station d'écologie forestière de Fontainebleau,Meriem METHLOUTHI,Hymenoptera,Apidae,Bombus,terrestris(?),worker,,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FB.F19.0002,collection,7,3,2019,SP3 iEES-Paris 2019,net,Île-de-France,Station d'écologie forestière de Fontainebleau,Meriem METHLOUTHI,Hymenoptera,Apidae,Bombus,terrestris(?),worker,,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FB.F19.0004,collection,7,3,2019,SP3 iEES-Paris 2019,net,Île-de-France,Station d'écologie forestière de Fontainebleau,Meriem METHLOUTHI,Hymenoptera,Apidae,Bombus,terrestris(?),worker,,,Basile PETIT,pinned,Smartphone Samsung s10,S,4
