id,espece,role,appareil,chemin_wide,chemin_crop_large,statut,area_ratio,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w,bbox_h,bbox_area,bbox_valid
FR15ABOM210821174_P2,Bombus_sylvarum,male,P2,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821174_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821174_P2.JPG,paire_exploitable,0.224474117036011,0,0,2305,1728,2305,1728,3983040,True
FR15ABOM210821174_S1,Bombus_sylvarum,male,S1,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821174_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821174_S1.jpg,paire_exploitable,0.3556514557147148,0,0,1800,1349,1800,1349,2428200,True
FR15ABOM210821174_S2,Bombus_sylvarum,male,S2,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821174_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821174_S2.jpg,paire_exploitable,0.3280113529592436,0,0,1728,1296,1728,1296,2239488,True
FR15ABOM210821174_S3,Bombus_sylvarum,male,S3,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821174_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821174_S3.jpg,paire_exploitable,0.3559150965269571,0,0,1800,1350,1800,1350,2430000,True
FR15ABOM210821177_P1,Bombus_sylvarum,male,P1,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821177_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821177_P1.JPG,paire_exploitable,0.2188279987592336,0,0,2276,1706,2276,1706,3882856,True
FR15ABOM210821177_P2,Bombus_sylvarum,male,P2,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821177_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821177_P2.JPG,paire_exploitable,0.2224655362707756,0,0,2295,1720,2295,1720,3947400,True
FR15ABOM210821177_S1,Bombus_sylvarum,male,S1,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821177_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821177_S1.jpg,paire_exploitable,0.3206500620800879,0,0,1709,1281,1709,1281,2189229,True
FR15ABOM210821177_S2,Bombus_sylvarum,male,S2,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821177_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821177_S2.jpg,paire_exploitable,0.3851634082371056,0,0,1873,1404,1873,1404,2629692,True
FR15ABOM210821177_S3,Bombus_sylvarum,male,S3,data/images/orga_widecrop/Bombus_sylvarum/male/FR15ABOM210821177_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15ABOM210821177_S3.jpg,paire_exploitable,0.3903919914123399,0,0,1885,1414,1885,1414,2665390,True
FR15_ABOM09082020078_P1,Bombus_sylvarum,male,ABOM09082020078,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM09082020078_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM09082020078_P1.JPG,paire_exploitable,0.2253841777037165,0,0,2309,1732,2309,1732,3999188,True
FR15_ABOM09082020078_P2,Bombus_sylvarum,male,ABOM09082020078,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM09082020078_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM09082020078_P2.JPG,paire_exploitable,0.2204982091845568,0,0,2284,1713,2284,1713,3912492,True
FR15_ABOM09082020078_S1,Bombus_sylvarum,male,ABOM09082020078,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM09082020078_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM09082020078_S1.jpg,paire_exploitable,0.3953778785731935,0,0,1897,1423,1897,1423,2699431,True
FR15_ABOM09082020078_S2,Bombus_sylvarum,male,ABOM09082020078,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM09082020078_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM09082020078_S2.jpg,paire_exploitable,0.3538748095744383,0,0,1795,1346,1795,1346,2416070,True
FR15_ABOM09082020078_S3,Bombus_sylvarum,male,ABOM09082020078,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM09082020078_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM09082020078_S3.jpg,paire_exploitable,0.3427257325589519,0,0,1766,1325,1766,1325,2339950,True
FR15_ABOM17082020015_P1,Bombus_sylvarum,male,ABOM17082020015,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM17082020015_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM17082020015_P1.JPG,paire_exploitable,0.22259487669884,0,0,2295,1721,2295,1721,3949695,True
FR15_ABOM17082020015_P2,Bombus_sylvarum,male,ABOM17082020015,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM17082020015_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM17082020015_P2.JPG,paire_exploitable,0.2204982091845568,0,0,2284,1713,2284,1713,3912492,True
FR15_ABOM17082020015_S1,Bombus_sylvarum,male,ABOM17082020015,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM17082020015_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM17082020015_S1.jpg,paire_exploitable,0.3992078472394829,0,0,1906,1430,1906,1430,2725580,True
FR15_ABOM17082020015_S2,Bombus_sylvarum,male,ABOM17082020015,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM17082020015_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM17082020015_S2.jpg,paire_exploitable,0.4034772172595094,0,0,1917,1437,1917,1437,2754729,True
FR15_ABOM17082020015_S3,Bombus_sylvarum,male,ABOM17082020015,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM17082020015_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM17082020015_S3.jpg,paire_exploitable,0.3784054154166308,0,0,1856,1392,1856,1392,2583552,True
FR15_ABOM25082020007_P1,Bombus_sylvarum,male,ABOM25082020007,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020007_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020007_P1.JPG,paire_exploitable,0.2217227446185364,0,0,2290,1718,2290,1718,3934220,True
FR15_ABOM25082020007_P2,Bombus_sylvarum,male,ABOM25082020007,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020007_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020007_P2.JPG,paire_exploitable,0.2238252169537742,0,0,2301,1726,2301,1726,3971526,True
FR15_ABOM25082020007_S1,Bombus_sylvarum,male,ABOM25082020007,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020007_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020007_S1.jpg,paire_exploitable,0.4112335299556746,0,0,1935,1451,1935,1451,2807685,True
FR15_ABOM25082020007_S2,Bombus_sylvarum,male,ABOM25082020007,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020007_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020007_S2.jpg,paire_exploitable,0.4151393685890427,0,0,1944,1458,1944,1458,2834352,True
FR15_ABOM25082020007_S3,Bombus_sylvarum,male,ABOM25082020007,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020007_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020007_S3.jpg,paire_exploitable,0.3700923812052808,0,0,1835,1377,1835,1377,2526795,True
FR15_ABOM25082020008_P1,Bombus_sylvarum,male,ABOM25082020008,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020008_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020008_P1.JPG,paire_exploitable,0.2171961114237073,0,0,2267,1700,2267,1700,3853900,True
FR15_ABOM25082020008_P2,Bombus_sylvarum,male,ABOM25082020008,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020008_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020008_P2.JPG,paire_exploitable,0.2251564934643351,0,0,2308,1731,2308,1731,3995148,True
FR15_ABOM25082020008_S1,Bombus_sylvarum,male,ABOM25082020008,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020008_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020008_S1.jpg,paire_exploitable,0.4017947494760505,0,0,1913,1434,1913,1434,2743242,True
FR15_ABOM25082020008_S2,Bombus_sylvarum,male,ABOM25082020008,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020008_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020008_S2.jpg,paire_exploitable,0.3831092069083852,0,0,1867,1401,1867,1401,2615667,True
FR15_ABOM25082020008_S3,Bombus_sylvarum,male,ABOM25082020008,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020008_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020008_S3.jpg,paire_exploitable,0.4905337569357673,0,0,2113,1585,2113,1585,3349105,True
FR15_ABOM25082020010_P1,Bombus_sylvarum,male,ABOM25082020010,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020010_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020010_P1.JPG,paire_exploitable,0.2235983217191828,0,0,2300,1725,2300,1725,3967500,True
FR15_ABOM25082020010_P2,Bombus_sylvarum,male,ABOM25082020010,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020010_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020010_P2.JPG,paire_exploitable,0.2240522249033356,0,0,2302,1727,2302,1727,3975554,True
FR15_ABOM25082020010_S1,Bombus_sylvarum,male,ABOM25082020010,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020010_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020010_S1.jpg,paire_exploitable,0.3719093058029832,0,0,1840,1380,1840,1380,2539200,True
FR15_ABOM25082020010_S2,Bombus_sylvarum,male,ABOM25082020010,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020010_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020010_S2.jpg,paire_exploitable,0.3730555574677651,0,0,1843,1382,1843,1382,2547026,True
FR15_ABOM25082020010_S3,Bombus_sylvarum,male,ABOM25082020010,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM25082020010_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM25082020010_S3.jpg,paire_exploitable,0.3934351387212044,0,0,1893,1419,1893,1419,2686167,True
FR15_ABOM30072020036_P1,Bombus_sylvarum,male,ABOM30072020036,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020036_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020036_P1.JPG,paire_exploitable,0.2200479128794436,0,0,2282,1711,2282,1711,3904502,True
FR15_ABOM30072020036_P2,Bombus_sylvarum,male,ABOM30072020036,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020036_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020036_P2.JPG,paire_exploitable,0.2210456094363169,0,0,2287,1715,2287,1715,3922205,True
FR15_ABOM30072020036_S1,Bombus_sylvarum,male,ABOM30072020036,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020036_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020036_S1.jpg,paire_exploitable,0.4032667440110694,0,0,1916,1437,1916,1437,2753292,True
FR15_ABOM30072020036_S2,Bombus_sylvarum,male,ABOM30072020036,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020036_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020036_S2.jpg,paire_exploitable,0.3917737622027248,0,0,1889,1416,1889,1416,2674824,True
FR15_ABOM30072020036_S3,Bombus_sylvarum,male,ABOM30072020036,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020036_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020036_S3.jpg,paire_exploitable,0.4034772172595094,0,0,1917,1437,1917,1437,2754729,True
FR15_ABOM30072020042_P1,Bombus_sylvarum,male,ABOM30072020042,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020042_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020042_P1.JPG,paire_exploitable,0.2184114605876327,0,0,2273,1705,2273,1705,3875465,True
FR15_ABOM30072020042_P2,Bombus_sylvarum,male,ABOM30072020042,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020042_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020042_P2.JPG,paire_exploitable,0.2199514852226165,0,0,2281,1711,2281,1711,3902791,True
FR15_ABOM30072020042_S1,Bombus_sylvarum,male,ABOM30072020042,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020042_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020042_S1.jpg,paire_exploitable,0.3590858166955231,0,0,1808,1356,1808,1356,2451648,True
FR15_ABOM30072020042_S2,Bombus_sylvarum,male,ABOM30072020042,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020042_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020042_S2.jpg,paire_exploitable,0.3427257325589519,0,0,1766,1325,1766,1325,2339950,True
FR15_ABOM30072020042_S3,Bombus_sylvarum,male,ABOM30072020042,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_ABOM30072020042_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_ABOM30072020042_S3.jpg,paire_exploitable,0.3559150965269571,0,0,1800,1350,1800,1350,2430000,True
FR15_STPONCY300921002_P1,Bombus_sylvarum,male,STPONCY300921002,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921002_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921002_P1.JPG,paire_exploitable,0.1858997292135561,0,0,2097,1573,2097,1573,3298581,True
FR15_STPONCY300921002_P2,Bombus_sylvarum,male,STPONCY300921002,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921002_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921002_P2.JPG,paire_exploitable,0.1854862907036299,0,0,2095,1571,2095,1571,3291245,True
FR15_STPONCY300921002_S1,Bombus_sylvarum,male,STPONCY300921002,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921002_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921002_S1.jpg,paire_exploitable,0.3717071811802642,0,0,1839,1380,1839,1380,2537820,True
FR15_STPONCY300921002_S2,Bombus_sylvarum,male,STPONCY300921002,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921002_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921002_S2.jpg,paire_exploitable,0.3793574516830609,0,0,1858,1394,1858,1394,2590052,True
FR15_STPONCY300921002_S3,Bombus_sylvarum,male,STPONCY300921002,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921002_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921002_S3.jpg,paire_exploitable,0.2231109457671957,0,0,1905,1428,1905,1428,2720340,True
FR15_STPONCY300921024_P1,Bombus_sylvarum,male,STPONCY300921024,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921024_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921024_P1.JPG,paire_exploitable,0.2270464980811403,0,0,2318,1738,2318,1738,4028684,True
FR15_STPONCY300921024_P2,Bombus_sylvarum,male,STPONCY300921024,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921024_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921024_P2.JPG,paire_exploitable,0.2249289219399238,0,0,2307,1730,2307,1730,3991110,True
FR15_STPONCY300921024_S1,Bombus_sylvarum,male,STPONCY300921024,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921024_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921024_S1.jpg,paire_exploitable,0.3661376225545301,0,0,1826,1369,1826,1369,2499794,True
FR15_STPONCY300921024_S2,Bombus_sylvarum,male,STPONCY300921024,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921024_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921024_S2.jpg,paire_exploitable,0.3371860532252718,0,0,1752,1314,1752,1314,2302128,True
FR15_STPONCY300921024_S3,Bombus_sylvarum,male,STPONCY300921024,data/images/orga_widecrop/Bombus_sylvarum/male/FR15_STPONCY300921024_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/FR15_STPONCY300921024_S3.jpg,paire_exploitable,0.3640681886455468,0,0,1821,1365,1821,1365,2485665,True
NoName10_P1,Bombus_sylvarum,male,P1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName10_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName10_P1.JPG,paire_exploitable,0.2205947495563539,0,0,2285,1713,2285,1713,3914205,True
NoName10_P2,Bombus_sylvarum,male,P2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName10_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName10_P2.JPG,paire_exploitable,0.2223686013965835,0,0,2294,1720,2294,1720,3945680,True
NoName10_S1,Bombus_sylvarum,male,S1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName10_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName10_S1.jpg,paire_exploitable,0.3811969322169219,0,0,1863,1397,1863,1397,2602611,True
NoName10_S2,Bombus_sylvarum,male,S2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName10_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName10_S2.jpg,paire_exploitable,0.3744739450376281,0,0,1846,1385,1846,1385,2556710,True
NoName10_S3,Bombus_sylvarum,male,S3,data/images/orga_widecrop/Bombus_sylvarum/male/NoName10_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName10_S3.jpg,paire_exploitable,0.360676449596051,0,0,1812,1359,1812,1359,2462508,True
NoName11_P1,Bombus_sylvarum,male,P1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName11_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName11_P1.JPG,paire_exploitable,0.2204982091845568,0,0,2284,1713,2284,1713,3912492,True
NoName11_P2,Bombus_sylvarum,male,P2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName11_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName11_P2.JPG,paire_exploitable,0.2232743788954293,0,0,2298,1724,2298,1724,3961752,True
NoName11_S1,Bombus_sylvarum,male,S1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName11_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName11_S1.jpg,paire_exploitable,0.3600132464861439,0,0,1810,1358,1810,1358,2457980,True
NoName11_S2,Bombus_sylvarum,male,S2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName11_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName11_S2.jpg,paire_exploitable,0.3530209062770094,0,0,1792,1345,1792,1345,2410240,True
NoName11_S3,Bombus_sylvarum,male,S3,data/images/orga_widecrop/Bombus_sylvarum/male/NoName11_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName11_S3.jpg,paire_exploitable,0.3343053379501722,0,0,1745,1308,1745,1308,2282460,True
NoName12_P1,Bombus_sylvarum,male,P1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName12_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName12_P1.JPG,paire_exploitable,0.2197265625,0,0,2280,1710,2280,1710,3898800,True
NoName12_P2,Bombus_sylvarum,male,P2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName12_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName12_P2.JPG,paire_exploitable,0.2253841777037165,0,0,2309,1732,2309,1732,3999188,True
NoName12_S1,Bombus_sylvarum,male,S1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName12_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName12_S1.jpg,paire_exploitable,0.4105253614405685,0,0,1933,1450,1933,1450,2802850,True
NoName12_S2,Bombus_sylvarum,male,S2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName12_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName12_S2.jpg,paire_exploitable,0.416849518657787,0,0,1948,1461,1948,1461,2846028,True
NoName12_S3,Bombus_sylvarum,male,S3,data/images/orga_widecrop/Bombus_sylvarum/male/NoName12_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName12_S3.jpg,paire_exploitable,0.4041792341556632,0,0,1919,1438,1919,1438,2759522,True
NoName13_P1,Bombus_sylvarum,male,P1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName13_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName13_P1.JPG,paire_exploitable,0.2246040210389254,0,0,2305,1729,2305,1729,3985345,True
NoName13_P2,Bombus_sylvarum,male,P2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName13_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName13_P2.JPG,paire_exploitable,0.2229506615016158,0,0,2296,1723,2296,1723,3956008,True
NoName13_S1,Bombus_sylvarum,male,S1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName13_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName13_S1.jpg,paire_exploitable,0.4071346476608981,0,0,1925,1444,1925,1444,2779700,True
NoName13_S2,Bombus_sylvarum,male,S2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName13_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName13_S2.jpg,paire_exploitable,0.4171646301113478,0,0,1949,1462,1949,1462,2849438,True
NoName13_S3,Bombus_sylvarum,male,S3,data/images/orga_widecrop/Bombus_sylvarum/male/NoName13_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName13_S3.jpg,paire_exploitable,0.3913589673247971,0,0,1887,1416,1887,1416,2671992,True
NoName9_P1,Bombus_sylvarum,male,P1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName9_P1.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName9_P1.JPG,paire_exploitable,0.1825758211060134,0,0,2078,1559,2078,1559,3239602,True
NoName9_P2,Bombus_sylvarum,male,P2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName9_P2.JPG,data/images/orga_cropping/Bombus_sylvarum/male/NoName9_P2.JPG,paire_exploitable,0.1871131622229916,0,0,2104,1578,2104,1578,3320112,True
NoName9_S1,Bombus_sylvarum,male,S1,data/images/orga_widecrop/Bombus_sylvarum/male/NoName9_S1.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName9_S1.jpg,paire_exploitable,0.4239410171057482,0,0,1965,1473,1965,1473,2894445,True
NoName9_S2,Bombus_sylvarum,male,S2,data/images/orga_widecrop/Bombus_sylvarum/male/NoName9_S2.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName9_S2.jpg,paire_exploitable,0.4100300096477891,0,0,1932,1449,1932,1449,2799468,True
NoName9_S3,Bombus_sylvarum,male,S3,data/images/orga_widecrop/Bombus_sylvarum/male/NoName9_S3.jpg,data/images/orga_cropping/Bombus_sylvarum/male/NoName9_S3.jpg,paire_exploitable,0.3962814342235946,0,0,1900,1424,1900,1424,2705600,True
ABAURA7781_P1,Bombus_wurflenii,male,P1,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781_P1.JPG,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781_P1.JPG,paire_exploitable,0.2467213469529086,0,0,2416,1812,2416,1812,4377792,True
ABAURA7781_P2,Bombus_wurflenii,male,P2,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781_P2.JPG,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781_P2.JPG,paire_exploitable,0.2483579683171745,0,0,2424,1818,2424,1818,4406832,True
ABAURA7781_S1,Bombus_wurflenii,male,S1,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781_S1.jpg,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781_S1.jpg,paire_exploitable,0.3970468713818045,0,0,1901,1426,1901,1426,2710826,True
ABAURA7781_S2,Bombus_wurflenii,male,S2,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781_S2.jpg,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781_S2.jpg,paire_exploitable,0.3842040486147799,0,0,1871,1402,1871,1402,2623142,True
ABAURA7781_S3,Bombus_wurflenii,male,S3,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781_S3.jpg,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781_S3.jpg,paire_exploitable,0.3858493137502891,0,0,1875,1405,1875,1405,2634375,True
ABAURA7781b_P1,Bombus_wurflenii,male,P1,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781b_P1.JPG,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781b_P1.JPG,paire_exploitable,0.2461430064418859,0,0,2413,1810,2413,1810,4367530,True
ABAURA7781b_P2,Bombus_wurflenii,male,P2,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781b_P2.JPG,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781b_P2.JPG,paire_exploitable,0.2481189562233091,0,0,2423,1817,2423,1817,4402591,True
ABAURA7781b_S1,Bombus_wurflenii,male,S1,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781b_S1.jpg,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781b_S1.jpg,paire_exploitable,0.4190636620792677,0,0,1953,1465,1953,1465,2861145,True
ABAURA7781b_S2,Bombus_wurflenii,male,S2,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781b_S2.jpg,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781b_S2.jpg,paire_exploitable,0.4083339204223642,0,0,1928,1446,1928,1446,2787888,True
ABAURA7781b_S3,Bombus_wurflenii,male,S3,data/images/orga_widecrop/Bombus_wurflenii/male/ABAURA7781b_S3.jpg,data/images/orga_cropping/Bombus_wurflenii/male/ABAURA7781b_S3.jpg,paire_exploitable,0.3866046446773629,0,0,1876,1407,1876,1407,2639532,True
CollecYvan19_P1,Bombus_wurflenii,male,P1,data/images/orga_widecrop/Bombus_wurflenii/male/CollecYvan19_P1.JPG,data/images/orga_cropping/Bombus_wurflenii/male/CollecYvan19_P1.JPG,paire_exploitable,0.2232743788954293,0,0,2298,1724,2298,1724,3961752,True
