id,name,espece,caste,device
1615,15L2021-1514_P2,rupestris,male,P2
1616,15L2021-1514_S1,rupestris,male,S1
1617,15L2021-1514_S2,rupestris,male,S2
1618,15L2021-1514_S3,rupestris,male,S3
1619,15L2021-1546_P1,rupestris,male,P1
1620,15L2021-1546_P2,rupestris,male,P2
1621,15L2021-1546_S1,rupestris,male,S1
1622,15L2021-1546_S2,rupestris,male,S2
1623,15L2021-1546_S3,rupestris,male,S3
1624,15L2021-1731_P1,rupestris,male,P1
1625,15L2021-1731_P2,rupestris,male,P2
1626,15L2021-1731_S1,rupestris,male,S1
1627,15L2021-1731_S2,rupestris,male,S2
1628,15L2021-1731_S3,rupestris,male,S3
1629,15L2021-1757_P1,rupestris,male,P1
1630,15L2021-1757_P2,rupestris,male,P2
1631,15L2021-1757_S1,rupestris,male,S1
1632,15L2021-1757_S2,rupestris,male,S2
1633,15L2021-1757_S3,rupestris,male,S3
1634,15L2021-1758_P1,rupestris,male,P1
1635,15L2021-1758_P2,rupestris,male,P2
1636,15L2021-1758_S1,rupestris,male,S1
1637,15L2021-1758_S2,rupestris,male,S2
1638,15L2021-1758_S3,rupestris,male,S3
1639,2020.00470_P1,rupestris,male,P1
1640,2020.00470_P2,rupestris,male,P2
1641,2020.00470_P3,rupestris,male,P3
1642,2020.00470_S1,rupestris,male,S1
1643,2020.00470_S2,rupestris,male,S2
1644,2020.00470_S3,rupestris,male,S3
1645,2020.00471_P1,rupestris,male,P1
1646,2020.00471_P2,rupestris,male,P2
1647,2020.00471_P3,rupestris,male,P3
1648,2020.00471_S1,rupestris,male,S1
1649,2020.00471_S2,rupestris,male,S2
1650,2020.00471_S3,rupestris,male,S3
1651,2020.06243_P1,rupestris,male,P1
1652,2020.06243_P2,rupestris,male,P2
1653,2020.06243_P3,rupestris,male,P3
1654,2020.06243_S1,rupestris,male,S1
1655,2020.06243_S2,rupestris,male,S2
1656,2020.06243_S3,rupestris,male,S3
1657,2020.06244_P1,rupestris,male,P1
1658,2020.06244_P2,rupestris,male,P2
1659,2020.06244_P3,rupestris,male,P3
1660,2020.06244_S1,rupestris,male,S1
1661,2020.06244_S2,rupestris,male,S2
1662,2020.06244_S3,rupestris,male,S3
1663,VAN-2019.00781_P1,rupestris,male,P1
1664,VAN-2019.00781_P2,rupestris,male,P2
1665,VAN-2019.00781_P3,rupestris,male,P3
1666,VAN-2019.00781_S1,rupestris,male,S1
1667,VAN-2019.00781_S2,rupestris,male,S2
1668,VAN-2019.00781_S3,rupestris,male,S3
1669,VAN-2019.00783_P1,rupestris,male,P1
1670,VAN-2019.00783_P2,rupestris,male,P2
1671,VAN-2019.00783_P3,rupestris,male,P3
1672,VAN-2019.00783_S1,rupestris,male,S1
1673,VAN-2019.00783_S2,rupestris,male,S2
1674,VAN-2019.00783_S3,rupestris,male,S3
1675,VAN-2019.00785_P1,rupestris,male,P1
1676,VAN-2019.00785_P2,rupestris,male,P2
1677,VAN-2019.00785_S1,rupestris,male,S1
1678,VAN-2019.00785_S2,rupestris,male,S2
1679,VAN-2019.00785_S3,rupestris,male,S3
1680,VAN-2019.00787_P1,rupestris,male,P1
1681,VAN-2019.00787_P2,rupestris,male,P2
1682,VAN-2019.00787_P3,rupestris,male,P3
1683,VAN-2019.00787_S1,rupestris,male,S1
1684,VAN-2019.00787_S2,rupestris,male,S2
1685,VAN-2019.00787_S3,rupestris,male,S3
1686,VAN-2019.00788_P1,rupestris,male,P1
1687,VAN-2019.00788_P2,rupestris,male,P2
1688,VAN-2019.00788_P3,rupestris,male,P3
1689,VAN-2019.00788_S1,rupestris,male,S1
1690,VAN-2019.00788_S2,rupestris,male,S2
1691,VAN-2019.00788_S3,rupestris,male,S3
1692,VAN-2019.00814_P1,rupestris,male,P1
1693,VAN-2019.00814_P2,rupestris,male,P2
1694,VAN-2019.00814_P3,rupestris,male,P3
1695,VAN-2019.00814_S1,rupestris,male,S1
1696,VAN-2019.00814_S2,rupestris,male,S2
1697,VAN-2019.00814_S3,rupestris,male,S3
1698,VAN-2019.00822_P1,rupestris,male,P1
1699,VAN-2019.00822_P2,rupestris,male,P2
1700,VAN-2019.00822_P3,rupestris,male,P3
1701,VAN-2019.00822_S1,rupestris,male,S1
1702,VAN-2019.00822_S2,rupestris,male,S2
1703,VAN-2019.00822_S3,rupestris,male,S3
1704,VAN-2019.00824_P1,rupestris,male,P1
1705,VAN-2019.00824_P2,rupestris,male,P2
1706,VAN-2019.00824_P3,rupestris,male,P3
1707,VAN-2019.00824_S1,rupestris,male,S1
1708,VAN-2019.00824_S2,rupestris,male,S2
1709,VAN-2019.00824_S3,rupestris,male,S3
1710,VAN-2019.00849_P1,rupestris,male,P1
1711,VAN-2019.00849_P2,rupestris,male,P2
1712,VAN-2019.00849_P3,rupestris,male,P3
1713,VAN-2019.00849_S1,rupestris,male,S1
1714,VAN-2019.00849_S2,rupestris,male,S2
1715,VAN-2019.00849_S3,rupestris,male,S3
1716,VAN-2019.00850_P1,rupestris,male,P1
1717,VAN-2019.00850_P2,rupestris,male,P2
1718,VAN-2019.00850_P3,rupestris,male,P3
1719,VAN-2019.00850_S1,rupestris,male,S1
1720,VAN-2019.00850_S2,rupestris,male,S2
1721,VAN-2019.00850_S3,rupestris,male,S3
1722,2007.0712_P1,rupestris,queen,P1
1723,2007.0712_P2,rupestris,queen,P2
1724,2007.0712_P3,rupestris,queen,P3
1725,2007.0712_P4,rupestris,queen,P4
1726,2007.0712_P5,rupestris,queen,P5
1727,2007.0712_S3,rupestris,queen,S3
1728,2007.0712_S4,rupestris,queen,S4
1729,ABAURA5676_P1,rupestris,queen,P1
1730,ABAURA5676_P2,rupestris,queen,P2
1731,ABAURA5676_P3,rupestris,queen,P3
1732,ABAURA5676_P4,rupestris,queen,P4
1733,ABAURA5676_P5,rupestris,queen,P5
1734,ABAURA5676_S3,rupestris,queen,S3
1735,ABAURA7910_P1,rupestris,queen,P1
1736,ABAURA7910_P2,rupestris,queen,P2
1737,ABAURA7910_P3,rupestris,queen,P3
1738,ABAURA7910_P4,rupestris,queen,P4
1739,ABAURA7910_P5,rupestris,queen,P5
1740,D26-5618_P1,rupestris,queen,P1
1741,D26-5618_P2,rupestris,queen,P2
1742,D26-5618_P3,rupestris,queen,P3
1743,FR15ABOM100721030_P1,rupestris,queen,P1
1744,FR15ABOM100721030_P2,rupestris,queen,P2
1745,FR15ABOM100721030_S1,rupestris,queen,S1
1746,FR15ABOM100721030_S2,rupestris,queen,S2
1747,FR15ABOM100721030_S3,rupestris,queen,S3
1748,FR15ABOM100721031_S2,rupestris,queen,S2
1749,FR15ABOM100721032_P2,rupestris,queen,P2
1750,FR15ABOM100721032_S3,rupestris,queen,S3
1751,FR15ABOM110721013_P1,rupestris,queen,P1
1752,FR15ABOM110721013_P2,rupestris,queen,P2
1753,FR15ABOM120621015_P1,rupestris,queen,P1
1754,FR15ABOM120621015_S1,rupestris,queen,S1
1755,FR15ABOM130621006_P1,rupestris,queen,P1
1756,FR15ABOM130621006_P2,rupestris,queen,P2
1757,FR15ABOM130621006_S2,rupestris,queen,S2
1758,FR15ABOM200821156_P1,rupestris,queen,P1
1759,FR15ABOM200821156_S3,rupestris,queen,S3
1760,FR15ABOM210821077_P1,rupestris,queen,P1
1761,FR15ABOM210821077_P2,rupestris,queen,P2
1762,FR15ABOM210821077_S3,rupestris,queen,S3
1763,FR15ABOM310520005_P1,rupestris,queen,P1
1764,FR15ABOM310520005_P2,rupestris,queen,P2
1765,FR15ABOM310520005_S2,rupestris,queen,S2
1766,FR15ABOM310520005_S3,rupestris,queen,S3
1767,FR15ABOO0712002_P1,rupestris,queen,P1
1768,FR15ABOO0712002_S1,rupestris,queen,S1
1769,FR15ABOO0712002_S2,rupestris,queen,S2
1770,FR15ABOO0712002_S3,rupestris,queen,S3
1771,POLLINIS4982_P1,rupestris,queen,P1
1772,POLLINIS4982_P2,rupestris,queen,P2
1773,POLLINIS4982_P3,rupestris,queen,P3
1774,POLLINIS4982_P4,rupestris,queen,P4
1775,POLLINIS4982_P5,rupestris,queen,P5
1776,POLLINIS4982_S1,rupestris,queen,S1
1777,POLLINIS4982_S2,rupestris,queen,S2
1778,POLLINIS4982_S3,rupestris,queen,S3
1779,POLLINIS4982_S5,rupestris,queen,S5
1780,POLLINIS5133_P1,rupestris,queen,P1
1781,POLLINIS5133_P5,rupestris,queen,P5
1782,POLLINIS5133_S1,rupestris,queen,S1
1783,POLLINIS5133_S2,rupestris,queen,S2
1784,POLLINIS5133_S3,rupestris,queen,S3
1785,POLLINIS5133_S4,rupestris,queen,S4
1786,POLLINIS5133_S5,rupestris,queen,S5
1787,POLLINIS5133_S6,rupestris,queen,S6
1788,RuppSupp1_P1,rupestris,queen,P1
1789,RuppSupp1_P2,rupestris,queen,P2
1790,RuppSupp1_S2,rupestris,queen,S2
1791,RuppSupp1_S3,rupestris,queen,S3
1792,UBC-2011.0157_P1,rupestris,queen,P1
1793,UBC-2011.0157_P2,rupestris,queen,P2
1794,UBC-2011.0157_P3,rupestris,queen,P3
1795,UBC-2011.0157_P4,rupestris,queen,P4
1796,UBC-2011.0157_P5,rupestris,queen,P5
1797,UBC-2011.0157_S1,rupestris,queen,S1
1798,UBC-2011.0157_S2,rupestris,queen,S2
1799,UBC-2011.0157_S4,rupestris,queen,S4
1800,UBC-2011.0157_S5,rupestris,queen,S5
1801,UBC-2014.0001_P1,rupestris,queen,P1
1802,UBC-2014.0001_P2,rupestris,queen,P2
1803,UBC-2014.0001_P3,rupestris,queen,P3
1804,UBC-2014.0001_P4,rupestris,queen,P4
1805,UBC-2014.0001_P5,rupestris,queen,P5
1806,UBC-2014.0001_S1,rupestris,queen,S1
1807,UBC-2014.0001_S2,rupestris,queen,S2
1808,UBC-2014.0001_S3,rupestris,queen,S3
1809,UBC-2014.0001_S4,rupestris,queen,S4
1810,UBC-2014.0001_S5,rupestris,queen,S5
1811,inconnu_S1_1,rupestris,queen,1
1812,inconnu_S1_2,rupestris,queen,2
1813,inconnu_S1_3,rupestris,queen,3
1814,inconnu_S1_4,rupestris,queen,4
1815,inconnu_S1_5,rupestris,queen,5
1816,CD388016_P1,sichelii,male,P1
1817,CD388016_P2,sichelii,male,P2
1818,CD388016_S1,sichelii,male,S1
1819,CD388016_S2,sichelii,male,S2
1820,CD388016_S3,sichelii,male,S3
1821,CollecYvan1_P1,sichelii,male,P1
1822,CollecYvan1_P2,sichelii,male,P2
1823,CollecYvan1_S1,sichelii,male,S1
1824,CollecYvan1_S2,sichelii,male,S2
1825,CollecYvan1_S3,sichelii,male,S3
1826,CollecYvan2_P1,sichelii,male,P1
1827,CollecYvan2_P2,sichelii,male,P2
1828,CollecYvan2_S1,sichelii,male,S1
1829,CollecYvan2_S2,sichelii,male,S2
1830,CollecYvan2_S3,sichelii,male,S3
1831,CollecYvan3_P1,sichelii,male,P1
1832,CollecYvan3_P2,sichelii,male,P2
1833,CollecYvan3_S1,sichelii,male,S1
1834,CollecYvan3_S2,sichelii,male,S2
1835,CollecYvan3_S3,sichelii,male,S3
1836,CollecYvan4_P1,sichelii,male,P1
1837,CollecYvan4_P2,sichelii,male,P2
1838,CollecYvan4_S1,sichelii,male,S1
1839,CollecYvan4_S2,sichelii,male,S2
1840,CollecYvan4_S3,sichelii,male,S3
1841,CollecYvan5_P1,sichelii,male,P1
1842,CollecYvan5_P2,sichelii,male,P2
1843,CollecYvan5_S1,sichelii,male,S1
1844,CollecYvan5_S2,sichelii,male,S2
1845,CollecYvan5_S3,sichelii,male,S3
1846,CollecYvan6_P1,sichelii,male,P1
1847,CollecYvan6_P2,sichelii,male,P2
1848,CollecYvan6_S1,sichelii,male,S1
1849,CollecYvan6_S2,sichelii,male,S2
1850,CollecYvan6_S3,sichelii,male,S3
1851,FR04ABOM220722046_P1,sichelii,male,P1
1852,FR04ABOM220722046_P2,sichelii,male,P2
1853,FR04ABOM220722046_S1,sichelii,male,S1
1854,FR04ABOM220722046_S2,sichelii,male,S2
1855,FR04ABOM220722046_S3,sichelii,male,S3
1856,FR04ABOM220722047_P1,sichelii,male,P1
1857,FR04ABOM220722047_P2,sichelii,male,P2
1858,FR04ABOM220722047_S1,sichelii,male,S1
1859,FR04ABOM220722047_S2,sichelii,male,S2
1860,FR04ABOM220722047_S3,sichelii,male,S3
1861,FR05ABOM220722026_P1,sichelii,male,P1
1862,FR05ABOM220722026_P2,sichelii,male,P2
1863,FR05ABOM220722026_S1,sichelii,male,S1
1864,FR05ABOM220722026_S2,sichelii,male,S2
1865,FR05ABOM220722026_S3,sichelii,male,S3
1866,FR05ABOM220722027_P1,sichelii,male,P1
1867,FR05ABOM220722027_P2,sichelii,male,P2
1868,FR05ABOM220722027_S1,sichelii,male,S1
1869,FR05ABOM220722027_S2,sichelii,male,S2
1870,FR05ABOM220722027_S3,sichelii,male,S3
1871,FR73ABOM120722026_P1,sichelii,male,P1
1872,FR73ABOM120722026_P2,sichelii,male,P2
1873,FR73ABOM120722026_S1,sichelii,male,S1
1874,FR73ABOM120722026_S2,sichelii,male,S2
1875,FR73ABOM120722026_S3,sichelii,male,S3
1876,FR73ABOM120722028_P1,sichelii,male,P1
1877,FR73ABOM120722028_P2,sichelii,male,P2
1878,FR73ABOM120722028_S1,sichelii,male,S1
1879,FR73ABOM120722028_S2,sichelii,male,S2
1880,FR73ABOM120722028_S3,sichelii,male,S3
1881,FR73ABOM130722003_P1,sichelii,male,P1
1882,FR73ABOM130722003_P2,sichelii,male,P2
1883,FR73ABOM130722003_S1,sichelii,male,S1
1884,FR73ABOM130722003_S2,sichelii,male,S2
1885,FR73ABOM130722003_S3,sichelii,male,S3
1886,FR73ABOM130722029_P1,sichelii,male,P1
1887,FR73ABOM130722029_P2,sichelii,male,P2
1888,FR73ABOM130722029_S1,sichelii,male,S1
1889,FR73ABOM130722029_S2,sichelii,male,S2
1890,FR73ABOM130722029_S3,sichelii,male,S3
1891,FR73ABOM130722041_P1,sichelii,male,P1
1892,FR73ABOM130722041_P2,sichelii,male,P2
1893,FR73ABOM130722041_S1,sichelii,male,S1
1894,FR73ABOM130722041_S2,sichelii,male,S2
1895,FR73ABOM130722041_S3,sichelii,male,S3
1896,FR73ABOM200722017_P1,sichelii,male,P1
1897,FR73ABOM200722017_P2,sichelii,male,P2
1898,FR73ABOM200722017_S1,sichelii,male,S1
1899,FR73ABOM200722017_S2,sichelii,male,S2
1900,FR73ABOM200722017_S3,sichelii,male,S3
1901,FR73ABOM200722018_P1,sichelii,male,P1
1902,FR73ABOM200722018_P2,sichelii,male,P2
1903,FR73ABOM200722018_S1,sichelii,male,S1
1904,FR73ABOM200722018_S2,sichelii,male,S2
1905,FR73ABOM200722018_S3,sichelii,male,S3
1906,FR73ABOM200722030_P1,sichelii,male,P1
1907,FR73ABOM200722030_P2,sichelii,male,P2
1908,FR73ABOM200722030_S1,sichelii,male,S1
1909,FR73ABOM200722030_S2,sichelii,male,S2
1910,FR73ABOM200722030_S3,sichelii,male,S3
1911,FR73ABOM200722031_P1,sichelii,male,P1
1912,FR73ABOM200722031_P2,sichelii,male,P2
1913,FR73ABOM200722031_S1,sichelii,male,S1
1914,FR73ABOM200722031_S2,sichelii,male,S2
1915,FR73ABOM200722031_S3,sichelii,male,S3
1916,FR04ABOM220722001_P1,sichelii,queen,P1
1917,FR04ABOM220722001_P2,sichelii,queen,P2
1918,FR04ABOM220722001_S1,sichelii,queen,S1
1919,FR04ABOM220722001_S2,sichelii,queen,S2
1920,FR04ABOM220722001_S3,sichelii,queen,S3
1921,ABAURA8203_P1,sichelii,worker,P1
1922,ABAURA8203_P2,sichelii,worker,P2
1923,ABAURA8203_S1,sichelii,worker,S1
1924,ABAURA8203_S2,sichelii,worker,S2
1925,ABAURA8203_S3,sichelii,worker,S3
1926,ABAURA8207_P1,sichelii,worker,P1
1927,ABAURA8207_P2,sichelii,worker,P2
1928,ABAURA8207_S1,sichelii,worker,S1
1929,ABAURA8207_S2,sichelii,worker,S2
1930,ABAURA8207_S3,sichelii,worker,S3
1931,ABAURA8208_P1,sichelii,worker,P1
1932,ABAURA8208_P2,sichelii,worker,P2
1933,ABAURA8208_S1,sichelii,worker,S1
1934,ABAURA8208_S2,sichelii,worker,S2
1935,ABAURA8208_S3,sichelii,worker,S3
1936,ABAURA8208b_P1,sichelii,worker,P1
1937,ABAURA8208b_P2,sichelii,worker,P2
1938,ABAURA8208b_S1,sichelii,worker,S1
1939,ABAURA8208b_S2,sichelii,worker,S2
1940,ABAURA8208b_S3,sichelii,worker,S3
1941,ABAURA8238a_P1,sichelii,worker,P1
1942,ABAURA8238a_P2,sichelii,worker,P2
1943,ABAURA8238a_S1,sichelii,worker,S1
1944,ABAURA8238a_S2,sichelii,worker,S2
1945,ABAURA8238a_S3,sichelii,worker,S3
1946,ABAURA8238b_P1,sichelii,worker,P1
1947,ABAURA8238b_P2,sichelii,worker,P2
1948,ABAURA8238b_S1,sichelii,worker,S1
1949,ABAURA8238b_S2,sichelii,worker,S2
1950,ABAURA8238b_S3,sichelii,worker,S3
1951,ABAURA8238c_P1,sichelii,worker,P1
1952,ABAURA8238c_P2,sichelii,worker,P2
1953,ABAURA8238c_S1,sichelii,worker,S1
1954,ABAURA8238c_S2,sichelii,worker,S2
1955,ABAURA8238c_S3,sichelii,worker,S3
1956,ABAURA8238d_P1,sichelii,worker,P1
1957,ABAURA8238d_P2,sichelii,worker,P2
1958,ABAURA8238d_S1,sichelii,worker,S1
1959,ABAURA8238d_S2,sichelii,worker,S2
1960,ABAURA8238d_S3,sichelii,worker,S3
1961,ABAURA8238e_P1,sichelii,worker,P1
1962,ABAURA8238e_P2,sichelii,worker,P2
1963,ABAURA8238e_S1,sichelii,worker,S1
1964,ABAURA8238e_S2,sichelii,worker,S2
1965,ABAURA8238e_S3,sichelii,worker,S3
1966,ATBI_GR5b_P1,sichelii,worker,P1
1967,ATBI_GR5b_P2,sichelii,worker,P2
1968,ATBI_GR5b_S1,sichelii,worker,S1
1969,ATBI_GR5b_S2,sichelii,worker,S2
1970,ATBI_GR5b_S3,sichelii,worker,S3
1971,CD387770d_P1,sichelii,worker,P1
1972,CD387770d_P2,sichelii,worker,P2
1973,CD387770d_S1,sichelii,worker,S1
1974,CD387770d_S2,sichelii,worker,S2
1975,CD387770d_S3,sichelii,worker,S3
1976,CD388018c_P1,sichelii,worker,P1
1977,CD388018c_P2,sichelii,worker,P2
1978,CD388018c_S1,sichelii,worker,S1
1979,CD388018c_S2,sichelii,worker,S2
1980,CD388018c_S3,sichelii,worker,S3
1981,CD388821e_P1,sichelii,worker,P1
1982,CD388821e_P2,sichelii,worker,P2
1983,CD388821e_S1,sichelii,worker,S1
1984,CD388821e_S2,sichelii,worker,S2
1985,CD388821e_S3,sichelii,worker,S3
1986,CD388821f_P1,sichelii,worker,P1
1987,CD388821f_P2,sichelii,worker,P2
1988,CD388821f_S1,sichelii,worker,S1
1989,CD388821f_S2,sichelii,worker,S2
1990,CD388821f_S3,sichelii,worker,S3
1991,CD388865_P1,sichelii,worker,P1
1992,CD388865_P2,sichelii,worker,P2
1993,CD388865_S1,sichelii,worker,S1
1994,CD388865_S2,sichelii,worker,S2
1995,CD388865_S3,sichelii,worker,S3
1996,CD388865b_P1,sichelii,worker,P1
1997,CD388865b_P2,sichelii,worker,P2
1998,CD388865b_S1,sichelii,worker,S1
1999,CD388865b_S2,sichelii,worker,S2
2000,CD388865b_S3,sichelii,worker,S3
2001,CD388865c_P1,sichelii,worker,P1
2002,CD388865c_P2,sichelii,worker,P2
2003,CD388865c_S1,sichelii,worker,S1
2004,CD388865c_S2,sichelii,worker,S2
2005,CD388865c_S3,sichelii,worker,S3
2006,CD388865d_P1,sichelii,worker,P1
2007,CD388865d_P2,sichelii,worker,P2
2008,CD388865d_S1,sichelii,worker,S1
2009,CD388865d_S2,sichelii,worker,S2
2010,CD388865d_S3,sichelii,worker,S3
2011,CD388865e_P1,sichelii,worker,P1
2012,CD388865e_P2,sichelii,worker,P2
2013,CD388865e_S1,sichelii,worker,S1
2014,CD388865e_S2,sichelii,worker,S2
2015,CD388865e_S3,sichelii,worker,S3
2016,15L2021-1483_P1,soroeensis,male,P1
2017,15L2021-1483_P2,soroeensis,male,P2
2018,15L2021-1483_S1,soroeensis,male,S1
2019,15L2021-1483_S2,soroeensis,male,S2
2020,15L2021-1483_S3,soroeensis,male,S3
2021,15L2021-1732_P1,soroeensis,male,P1
2022,15L2021-1732_P2,soroeensis,male,P2
2023,15L2021-1732_S1,soroeensis,male,S1
2024,15L2021-1732_S2,soroeensis,male,S2
2025,15L2021-1732_S3,soroeensis,male,S3
2026,15L2021-1739_P1,soroeensis,male,P1
2027,15L2021-1739_P2,soroeensis,male,P2
2028,15L2021-1739_S1,soroeensis,male,S1
2029,15L2021-1739_S2,soroeensis,male,S2
2030,15L2021-1739_S3,soroeensis,male,S3
2031,15L2021-1740_P1,soroeensis,male,P1
2032,15L2021-1740_P2,soroeensis,male,P2
2033,15L2021-1740_S1,soroeensis,male,S1
2034,15L2021-1740_S2,soroeensis,male,S2
2035,15L2021-1740_S3,soroeensis,male,S3
2036,15L2021-1741_P1,soroeensis,male,P1
2037,15L2021-1741_P2,soroeensis,male,P2
2038,15L2021-1741_S1,soroeensis,male,S1
2039,15L2021-1741_S2,soroeensis,male,S2
2040,15L2021-1741_S3,soroeensis,male,S3
2041,15L2021-1742_P1,soroeensis,male,P1
2042,15L2021-1742_P2,soroeensis,male,P2
2043,15L2021-1742_S1,soroeensis,male,S1
2044,15L2021-1742_S2,soroeensis,male,S2
2045,15L2021-1742_S3,soroeensis,male,S3
2046,15L2021-1743_P1,soroeensis,male,P1
2047,15L2021-1743_P2,soroeensis,male,P2
2048,15L2021-1743_S1,soroeensis,male,S1
2049,15L2021-1743_S2,soroeensis,male,S2
2050,15L2021-1743_S3,soroeensis,male,S3
2051,2020.06207_P1,soroeensis,male,P1
2052,2020.06207_P2,soroeensis,male,P2
2053,2020.06207_S1,soroeensis,male,S1
2054,2020.06207_S2,soroeensis,male,S2
2055,2020.06207_S3,soroeensis,male,S3
2056,ABAURA5633_P1,soroeensis,male,P1
2057,ABAURA5633_P2,soroeensis,male,P2
2058,ABAURA5633_S1,soroeensis,male,S1
2059,ABAURA5633_S2,soroeensis,male,S2
2060,ABAURA5633_S3,soroeensis,male,S3
2061,ABAURA8526_P1,soroeensis,male,P1
2062,ABAURA8526_P2,soroeensis,male,P2
2063,ABAURA8526_S1,soroeensis,male,S1
2064,ABAURA8526_S2,soroeensis,male,S2
2065,ABAURA8526_S3,soroeensis,male,S3
2066,CD387759_P1,soroeensis,male,P1
2067,CD387759_P2,soroeensis,male,P2
2068,CD387759_S1,soroeensis,male,S1
2069,CD387759_S2,soroeensis,male,S2
2070,CD387759_S3,soroeensis,male,S3
2071,CD387804c_P1,soroeensis,male,P1
2072,CD387804c_P2,soroeensis,male,P2
2073,CD387804c_S1,soroeensis,male,S1
2074,CD387804c_S2,soroeensis,male,S2
2075,CD387804c_S3,soroeensis,male,S3
2076,CD388145_P1,soroeensis,male,P1
2077,CD388145_P2,soroeensis,male,P2
2078,CD388145_S1,soroeensis,male,S1
2079,CD388145_S2,soroeensis,male,S2
2080,CD388145_S3,soroeensis,male,S3
2081,CD388145b_P1,soroeensis,male,P1
2082,CD388145b_P2,soroeensis,male,P2
2083,CD388145b_S1,soroeensis,male,S1
2084,CD388145b_S2,soroeensis,male,S2
2085,CD388145b_S3,soroeensis,male,S3
2086,CD388229c_P1,soroeensis,male,P1
2087,CD388229c_P2,soroeensis,male,P2
2088,CD388229c_S1,soroeensis,male,S1
2089,CD388229c_S2,soroeensis,male,S2
2090,CD388229c_S3,soroeensis,male,S3
2091,CD388860_P1,soroeensis,male,P1
2092,CD388860_P2,soroeensis,male,P2
2093,CD388860_S1,soroeensis,male,S1
2094,CD388860_S2,soroeensis,male,S2
2095,CD388860_S3,soroeensis,male,S3
2096,CD388860b_P1,soroeensis,male,P1
2097,CD388860b_P2,soroeensis,male,P2
2098,CD388860b_S1,soroeensis,male,S1
2099,CD388860b_S2,soroeensis,male,S2
2100,CD388860b_S3,soroeensis,male,S3
2101,POLLINIS4384_P1,soroeensis,male,P1
2102,POLLINIS4384_P2,soroeensis,male,P2
2103,POLLINIS4384_S1,soroeensis,male,S1
2104,POLLINIS4384_S2,soroeensis,male,S2
2105,POLLINIS4384_S3,soroeensis,male,S3
2106,POLLINIS5943_P1,soroeensis,male,P1
2107,POLLINIS5943_P2,soroeensis,male,P2
2108,POLLINIS5943_S1,soroeensis,male,S1
2109,POLLINIS5943_S2,soroeensis,male,S2
2110,POLLINIS5943_S3,soroeensis,male,S3
2111,POLLINIS5983_P1,soroeensis,male,P1
2112,POLLINIS5983_P2,soroeensis,male,P2
2113,POLLINIS5983_S1,soroeensis,male,S1
2114,POLLINIS5983_S2,soroeensis,male,S2
2115,POLLINIS5983_S3,soroeensis,male,S3
2116,POLLINIS5985_P1,soroeensis,male,P1
2117,POLLINIS5985_P2,soroeensis,male,P2
2118,POLLINIS5985_S1,soroeensis,male,S1
2119,POLLINIS5985_S2,soroeensis,male,S2
2120,POLLINIS5985_S3,soroeensis,male,S3
2121,ABAURA8625_P1,soroeensis,queen,P1
2122,ABAURA8625_P2,soroeensis,queen,P2
2123,ABAURA8625_S1,soroeensis,queen,S1
2124,ABAURA8625_S2,soroeensis,queen,S2
2125,ABAURA8625_S3,soroeensis,queen,S3
2126,CD388391_P1,soroeensis,queen,P1
2127,CD388391_P2,soroeensis,queen,P2
2128,CD388391_S1,soroeensis,queen,S1
2129,CD388391_S2,soroeensis,queen,S2
2130,CD388391_S3,soroeensis,queen,S3
2131,CD388872c_P1,soroeensis,queen,P1
2132,CD388872c_P2,soroeensis,queen,P2
2133,CD388872c_S1,soroeensis,queen,S1
2134,CD388872c_S2,soroeensis,queen,S2
2135,CD388872c_S3,soroeensis,queen,S3
2136,D264520b_P1,soroeensis,queen,P1
2137,D264520b_P2,soroeensis,queen,P2
2138,D264520b_S2,soroeensis,queen,S2
2139,D264520b_S3,soroeensis,queen,S3
2140,POLLINIS4981_P1,soroeensis,queen,P1
2141,POLLINIS4981_P2,soroeensis,queen,P2
2142,POLLINIS4981_S1,soroeensis,queen,S1
2143,POLLINIS4981_S2,soroeensis,queen,S2
2144,POLLINIS4981_S3,soroeensis,queen,S3
2145,2020.00294_P1,soroeensis,worker,P1
2146,2020.00294_P2,soroeensis,worker,P2
2147,2020.00294_S1,soroeensis,worker,S1
2148,2020.00294_S2,soroeensis,worker,S2
2149,2020.00294_S3,soroeensis,worker,S3
2150,2020.00339_P1,soroeensis,worker,P1
2151,2020.00339_P2,soroeensis,worker,P2
2152,2020.00339_S1,soroeensis,worker,S1
2153,2020.00339_S2,soroeensis,worker,S2
2154,2020.00339_S3,soroeensis,worker,S3
2155,2020.00410_P1,soroeensis,worker,P1
2156,2020.00410_P2,soroeensis,worker,P2
2157,2020.00410_S1,soroeensis,worker,S1
2158,2020.00410_S2,soroeensis,worker,S2
2159,2020.00410_S3,soroeensis,worker,S3
2160,2020.00449_P1,soroeensis,worker,P1
2161,2020.00449_P2,soroeensis,worker,P2
2162,2020.00449_S1,soroeensis,worker,S1
2163,2020.00449_S2,soroeensis,worker,S2
2164,2020.00449_S3,soroeensis,worker,S3
2165,ABAURA5591_P1,soroeensis,worker,P1
2166,ABAURA5591_P2,soroeensis,worker,P2
2167,ABAURA5591_S1,soroeensis,worker,S1
2168,ABAURA5591_S2,soroeensis,worker,S2
2169,ABAURA5591_S3,soroeensis,worker,S3
2170,ABAURA8150_P1,soroeensis,worker,P1
2171,ABAURA8150_P2,soroeensis,worker,P2
2172,ABAURA8150_S1,soroeensis,worker,S1
